施設名称	年度	最小年齢	最大年齢	入所可能人数	空き人数	指数	階層	備考	標準地域コード
ほっぺるﾗﾝﾄﾞ東五反田保育園	2017	1	1	""	4	40	D17	""	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるﾗﾝﾄﾞ東五反田保育園	2017	2	2	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるﾗﾝﾄﾞ東五反田保育園	2017	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるﾗﾝﾄﾞ東五反田保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ほっぺるﾗﾝﾄﾞ東五反田保育園	2017	5	5	""	7	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ勝島保育園	2017	0	0	""	6	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ勝島保育園	2017	1	1	""	2	43	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ勝島保育園	2017	2	2	""	2	42	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ勝島保育園	2017	3	3	""	2	41	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ勝島保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ勝島保育園	2017	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ西五反田保育園	2017	0	0	""	6	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ西五反田保育園	2017	1	1	""	4	43	D12	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ西五反田保育園	2017	2	2	""	2	42	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ西五反田保育園	2017	3	3	""	2	43	D21	""	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ西五反田保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
ﾎﾟﾋﾟﾝｽﾞﾅｰｻﾘｰｽｸｰﾙ西五反田保育園	2017	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2017	0	0	""	6	40	D13	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2017	1	1	""	6	41	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2017	2	2	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2017	3	3	""	2	42	D2	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園大崎広小路保育園	2017	5	5	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園西大井保育園	2017	0	0	""	6	41	D15	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園西大井保育園	2017	1	1	""	16	40	D9	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園西大井保育園	2017	2	2	""	18	40	D19	""	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園西大井保育園	2017	3	3	""	20	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園西大井保育園	2017	4	4	""	20	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
まなびの森保育園西大井保育園	2017	5	5	""	20	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2017	0	0	""	12	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2017	1	1	""	2	43	D8	""	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2017	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2017	3	3	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2017	4	4	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
みずなら保育園	2017	5	5	""	1	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2017	0	0	""	11	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2017	1	1	""	1	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2017	2	2	""	1	43	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2017	3	3	""	0	28	D3	""	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
緑の家保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2017	0	0	""	9	32	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2017	1	1	""	2	40	D5	""	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2017	2	2	""	1	33	D10	""	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2017	3	3	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
みどりの丘保育園	2017	5	5	""	0	""	""	空きなし	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2017	0	0	""	9	40	D16	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2017	1	1	""	6	41	C	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2017	2	2	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2017	3	3	""	5	40	D18	""	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2017	4	4	""	0	""	""	定員割れ	http://statdb.nstac.go.jp/lod/sac/C13109
八潮中央保育園	2017	5	5	""	0	""	""	公表不可	http://statdb.nstac.go.jp/lod/sac/C13109
